hero1,hero2
NOVA DOPPELGANGER,PHARAOH RAMA-TUT
NOVA II/FRANKIE RAYE,THING/BENJAMIN J. GR
NOVA II/FRANKIE RAYE,VISION 
NOVA II/FRANKIE RAYE,"PARKER, MAY"
NOVA/RICHARD RIDER,STORM/ORORO MUNROE S
NOVA/RICHARD RIDER,STORM/ORORO MUNROE S
NOVA/RICHARD RIDER,"STARK, HOWARD"
NOVA/RICHARD RIDER,SILVER SAMURAI/KENYU
NOVA/RICHARD RIDER,PROFESSOR X/CHARLES 
NOVA/RICHARD RIDER,SPEEDBALL/ROBBIE BAL
NOVA/RICHARD RIDER,STINGRAY/DR. WALTER 
NOVA/RICHARD RIDER,SHE-HULK/JENNIFER WA
NOVA/RICHARD RIDER,SPIDER-MAN/PETER PAR
NOVA/RICHARD RIDER,SILVER SURFER/NORRIN
NOVA/RICHARD RIDER,"WOLFMAN, MARV"
NOVA/RICHARD RIDER,QUASAR III/WENDELL V
NOVA/RICHARD RIDER,"RIDER, CHARLES"
NOVA/RICHARD RIDER,"RIDER, CHARLES"
NOVA/RICHARD RIDER,"RIDER, CHARLES"
NOVA/RICHARD RIDER,SPEEDBALL II/DARRION
NOVA/RICHARD RIDER,VINDICATOR II DOPPEL
NOVA/RICHARD RIDER,SEA URCHIN/JEREMY SW
NOVA/RICHARD RIDER,VISION 
NOVA/RICHARD RIDER,PAINTER/WILHELM VON 
"NUGENT, ALICE",ULTRON
NUKE,POWER PRINCESS/ZARDA
NUKLO/ROBERT FRANK J,TOPSPIN/DARREN MITCH
NUMBERS,"SATURNYNE, OPAL LUNA"
NURO,ROGUE /
NURO,SPUNJE
NURO,WASP/JANET VAN DYNE 
OBLIVION,QUASAR III/WENDELL V
OCCULT,SPIRAL
ODIN [ASGARDIAN],WASP/JANET VAN DYNE 
ODIN [ASGARDIAN],TYR
ODIN [ASGARDIAN],TYR
ODIN [ASGARDIAN],"STONE, LT. MARCUS"
ODIN [ASGARDIAN],VOLSTAGG
ODIN [ASGARDIAN],SIF
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],ULIK
ODIN [ASGARDIAN],SIGYN
ODIN [ASGARDIAN],VIZIER
ODIN [ASGARDIAN],VIZIER
ODIN [ASGARDIAN],SCARLET WITCH/WANDA 
OGRE,TIGER SHARK/TODD ARL
OGRE,SCREAM
OGRE,SILVER SCORPION/ELIS
OGUN,PROFESSOR X/CHARLES 
OKOYE,PREYY
OMEGA RED/ARKADY ROS,"URSULA, LADY"
OMEGA RED/ARKADY ROS,ROGUE /
ONE ABOVE ALL [CELES,THANOS
ONE ABOVE ALL [CELES,SERSI/SYLVIA
ORACLE/LADY SIBYL,WARSTAR
ORKA,THING/BENJAMIN J. GR
"OSBORN, HARRY","ROBERTSON, JOE"
"OSBORN, HARRY","ROBERTSON, JOE"
"OSBORN, HARRY","WATSON, ANNA"
"OSBORN, HARRY","WATSON, ANNA"
"OSBORN, HARRY",RHINO
"OSBORN, HARRY","ROBERTSON, MARTHA"
"OSBORN, HARRY",SPIDER-MAN/PETER PAR
"OSBORN, HARRY",SPIDER-MAN/PETER PAR
"OSBORN, HARRY","STACY, CAPT. GEORGE"
"OSBORN, HARRY","WATSON-PARKER, MARY "
"OSBORN, HARRY",VULTURE II/BLACKIE D
"OSBORN, LIZ ALLAN",PROFESSOR X/CHARLES 
"OSBORN, LIZ ALLAN","WATSON-PARKER, MARY "
"OSBORN, LIZ ALLAN","ROBERTSON, JOE"
"OSBORN, LIZ ALLAN","THOMPSON, EUGENE FLA"
"OSBORN, LIZ ALLAN","THOMPSON, EUGENE FLA"
"OSBORN, LIZ ALLAN",SHA SHAN
"OSBORN, LIZ ALLAN","WARREN, MR."
"OSBORN, LIZ ALLAN",SCORPION/MACDONALD G
"OSBORN, LIZ ALLAN","YIN, ANGELA"
"OSBORN, LIZ ALLAN",SPIDER-MAN/PETER PAR
"OSBORN, NORMIE","ROBERTSON, JOE"
"OSBORN, NORMIE","TYNE, ELIZABETH/JANI"
"OSBORN, NORMIE",VERMIN/EDWARD WHELAN
"OSBORN, NORMIE","WATSON-PARKER, MARY "
"OSBORN, NORMIE",PUMA/THOMAS FIREHEAR
OVERMIND/GROM,"TANAKA, KENJIRO"
OZYMANDIAS,WOLVERINE/LOGAN 
PALADIN/PAUL DENNIS,"PELTINO, LT."
"PALERMO, HARRIET ROS",SOPHIE
"PALERMO, HARRIET ROS",SANDMAN/WILLIAM BAKE
"PALERMO, VICTOR",PROFESSOR POWER/ANTH
"PALERMO, VICTOR","PARKER, MAY"
"PALERMO, VICTOR","PARKER, MAY"
PAPA HAGG,VASHTI
PARADIGM,TAROT/MARIE-ANGE COL
PARALYZER,"SOUTHERN, CANDY"
"PARETSKY, DR. GARY",SERVITOR
PARIS,SUB-MARINER/NAMOR MA
"PARK, ARCHIE","SONDHEIM, ERICA"
"PARKER, MARY (ROBOT)","PARKER, MAY"
"PARKER, MAY",SPIDER-MAN/PETER PAR
"PARKER, MAY","THOMPSON, EUGENE FLA"
"PARKER, MAY","THOMPSON, EUGENE FLA"
"PARKER, MAY","STACY, GWEN"
"PARKER, MAY","STACY, GWEN"
"PARKER, MAY","WATSON, ANNA"
"PARKER, MAY","ROBERTSON, JOE"
"PARKER, MAY","ROBERTSON, JOE"
"PARKER, MAY","WHITMAN, DEBRA"
PATCHWORK/KYLE BARKE,POLARIS/LORNA DANE
PATHWAY/LAURA DEAN,PERSUASION/KARA KILL
PATHWAY/LAURA DEAN,RABBIT
PATHWAY/LAURA DEAN,PUCK/EUGENE MILTON J
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
PATRIOT/JEFF MACE,SUB-MARINER/NAMOR MA
PATRIOT/JEFF MACE,SUB-MARINER/NAMOR MA
"PATTON, JESS",THOUSAND
PEATOR,THING/BENJAMIN J. GR
PELE/MICHI SASAKI,TIGRA/GREER NELSON
PENANCE/MONET ST. CR,SKIN/ANGELO ESPINOSA
PENANCE/MONET ST. CR,THUNDERBIRD III/NEAL
PENANCE/MONET ST. CR,"ST. CROIX, CARTIER"
PENANCE/MONET ST. CR,SLAUGHTER II/CONSTAN
"PEREZ, GEORGE",SANDMAN/WILLIAM BAKE
"PEREZ, GEORGE",VISION 
PERSUASION/KARA KILL,VISION 
PERSUASION/KARA KILL,SHAMAN/MICHAEL TWOYO
PERSUASION/KARA KILL,WINDSHEAR/COLIN ASHW
PERSUASION/KARA KILL,SASQUATCH/WALTER LAN
"PETROVITCH, IVAN",TITANIUM MAN/BORIS B
"PETROVITCH, IVAN","SLOAN, JASON"
"PETROVITCH, IVAN",RED GUARDIAN II/ALEX
PHARAOH RAMA-TUT,TRITON DOPPELGANGER
PHARAOH RAMA-TUT,QUICKSILVER/PIETRO M
PHARAOH RAMA-TUT,THING/BENJAMIN J. GR
PHARAOH RAMA-TUT,ROGUE /
PHARAOH RAMA-TUT,RAVONNA LEXUS RENSLA
PHARAOH RAMA-TUT,RAVONNA LEXUS RENSLA
PHARAOH RAMA-TUT,SCARECROW/EBENEZER L
PHARAOH RAMA-TUT,VISION 
PHARAOH RAMA-TUT,YELLOWJACKET III/HEN
PHASTOS [ETERNAL],QUASAR III/WENDELL V
"PHILLIPS, SIR GORDON",SKIN/ANGELO ESPINOSA
PHOENIX II,"YASHIDA, MARIKO"
PHOENIX II,"PIERCE, DONALD"
PHOENIX II,WOLVERINE/LOGAN 
PHOENIX II,"REESE, MURRAY"
PHOENIX II,PROFESSOR X/CHARLES 
PHOENIX III/RACHEL S,SUNSPOT/ROBERTO DACO
PHOENIX III/RACHEL S,"RICHARDS, FRANKLIN 2"
PHOENIX III/RACHEL S,WOLVERINE/LOGAN 
PHOENIX III/RACHEL S,THOR/DR. DONALD BLAK
PHOENIX III/RACHEL S,WONDER MAN/SIMON WIL
PHOENIX III/RACHEL S,"SUMMERS, NATHAN CHRI"
"PIERCE, ALEXANDER GO",SPIDER-MAN/PETER PAR
"PIERCE, DONALD",ZALADANE
"PIERCE, DONALD",WHITE QUEEN/EMMA FRO
PILEDRIVER II/BRIAN ,WOLVERINE/LOGAN 
PILEDRIVER II/BRIAN ,"ROBERTSON, JOE"
PILEDRIVER II/BRIAN ,THUNDERBALL/DR. ELIO
PILEDRIVER II/BRIAN ,THUNDERSTRIKE/ERIC K
PINK PEARL/,WHIPLASH II/
PIP/PRINCE GOFERN,PSYLOCKE/ELISABETH B
PIP/PRINCE GOFERN,SERSI/SYLVIA
PIP/PRINCE GOFERN,STORM/ORORO MUNROE S
PIP/PRINCE GOFERN,QUICKSILVER DOPPELGA
PIP/PRINCE GOFERN,POLARIS/LORNA DANE
PIPELINE/CORMICK GRI,PROFESSOR X/CHARLES 
PIPELINE/CORMICK GRI,WASP/JANET VAN DYNE 
PIPELINE/CORMICK GRI,SCANNER II
PIPELINE/CORMICK GRI,RICTOR/JULIO ESTEBAN
PIPER,SCALPHUNTER
PISCES/NOAH PERRICON,SCORPIO/JAKE FURY
POLARIS | MUTANT X-V,YELLOWJACKET II | MU
POLARIS/LORNA DANE,WASP/JANET VAN DYNE 
POLARIS/LORNA DANE,STRONG GUY/GUIDO CAR
POLARIS/LORNA DANE,PSYLOCKE/ELISABETH B
POLARIS/LORNA DANE,SCARLET WITCH/WANDA 
POLARIS/LORNA DANE,SHATTERSTAR II/GAVEE
POLARIS/LORNA DANE,STORM/ORORO MUNROE S
POLARIS/LORNA DANE,WOLVERINE/LOGAN 
POLARIS/LORNA DANE,VISION 
POLARIS/LORNA DANE,PROFESSOR X/CHARLES 
POLARIS/LORNA DANE,WOLFSBANE/RAHNE SINC
"PONG, WU","WANG, LI"
POUNDCAKES/MARIAN PO,TITANIA II/MARY SKEE
POWELL,THUNDERSTRIKE/ERIC K
"POWELL, GRACE",SAVAGE STEEL/HARRY L
"POWELL, GRACE","POWELL, JONATHAN"
"POWELL, JONATHAN","POWELL, OFFICER MIKE"
POWER MAN/ERIK JOSTE,SPIDER-MAN/PETER PAR
POWER MAN/ERIK JOSTE,SCREAMING MIMI/MELIS
POWER MAN/ERIK JOSTE,SCARLET WITCH/WANDA 
POWER MAN/ERIK JOSTE,TOPSPIN/DARREN MITCH
POWER MAN/ERIK JOSTE,"ROGERS, GAYLE"
POWER PRINCESS/ZARDA,QUAGMIRE
POWER PRINCESS/ZARDA,WHIZZER II/STANLEY S
POWER PRINCESS/ZARDA,TOM THUMB/THOMAS THO
"POWER, DR. JIM","RICHARDS, FRANKLIN B"
"POWER, DR. JIM","RICHARDS, FRANKLIN B"
POWERSURGE/ILLARION ,TURBO II (A)/MICHIKO
POWERSURGE/ILLARION ,"SOFEN, MARION"
POWERSURGE/ILLARION ,SCORCHER/
"PRENTISS, BETTY DEAN",SUB-MARINER/NAMOR MA
"PRENTISS, BETTY DEAN",THING/BENJAMIN J. GR
PRISM,ROGUE /
PRISM,SCALPHUNTER
"PRO, LE/",SPIDER-MAN CLONE/BEN
PROFESSOR POWER/ANTH,PUFF ADDER
PROFESSOR X DOPPELGA,SERSI/SYLVIA
PROFESSOR X/CHARLES ,SIKORSKY
PROFESSOR X/CHARLES ,QUICKSILVER/PIETRO M
PROFESSOR X/CHARLES ,THOR/DR. DONALD BLAK
PROFESSOR X/CHARLES ,TONGAH
PROFESSOR X/CHARLES ,PSYLOCKE/ELISABETH B
PROFESSOR X/CHARLES ,PSYLOCKE/ELISABETH B
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WOLVERINE/LOGAN 
PROFESSOR X/CHARLES ,WARLOCK II/ADAM WARL
PROFESSOR X/CHARLES ,WRECKER III/DIRK GAR
PROFESSOR X/CHARLES ,SAMEDAR
PROFESSOR X/CHARLES ,STORM/ORORO MUNROE S
PROFESSOR X/CHARLES ,STORM/ORORO MUNROE S
PROFESSOR X/CHARLES ,STORM/ORORO MUNROE S
PROFESSOR X/CHARLES ,STORM/ORORO MUNROE S
PROFESSOR X/CHARLES ,THING/BENJAMIN J. GR
PROFESSOR X/CHARLES ,SAURON/DR. KARL LYKO
PROFESSOR X/CHARLES ,SPIDER-MAN/PETER PAR
PROFESSOR X/CHARLES ,SILVER SURFER/NORRIN
PROFESSOR X/CHARLES ,WOLFSBANE/RAHNE SINC
PROFESSOR X/CHARLES ,WOLFSBANE/RAHNE SINC
PROFESSOR X/CHARLES ,"RICHARDS, NATHANIEL"
PROFESSOR X/CHARLES ,TOAD/MORTIMER TOYNBE
PROFESSOR X/CHARLES ,WHITE QUEEN/EMMA FRO
PROFESSOR X/CHARLES ,SIRYN/THERESA ROURKE
PROFESSOR X/CHARLES ,"ROSSI, COL. MICHAEL "
PROFESSOR X/CHARLES ,"SZARDOS, MARGALI"
PROFESSOR X/CHARLES ,SUPREME INTELLIGENCE
PROFESSOR X/CHARLES ,WOLVERINE SKRULL
PROJECTOR/,SPOOR/ANDREW HAMISH 
PROTECTOR III/,SPHINX
PSI-BORG/,VIOLENCE/
PSYLOCKE/ELISABETH B,ROGUE /
PSYLOCKE/ELISABETH B,ROGUE /
PSYLOCKE/ELISABETH B,THANOS DOPPELGANGER
PSYLOCKE/ELISABETH B,WOLFSBANE/RAHNE SINC
PSYLOCKE/ELISABETH B,WOLFSBANE/RAHNE SINC
PSYLOCKE/ELISABETH B,SIR BENEDICT
PSYLOCKE/ELISABETH B,STORM/ORORO MUNROE S
PSYLOCKE/ELISABETH B,STORM/ORORO MUNROE S
PSYLOCKE/ELISABETH B,STORM/ORORO MUNROE S
PSYLOCKE/ELISABETH B,SUNDER
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN 
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN 
PSYLOCKE/ELISABETH B,WOLVERINE/LOGAN 
PSYLOCKE/ELISABETH B,WASP/JANET VAN DYNE 
PSYLOCKE/ELISABETH B,STRYFE
PSYLOCKE/ELISABETH B,RICTOR/JULIO ESTEBAN
PSYLOCKE/ELISABETH B,SABRETOOTH/VICTOR CR
PUCK/EUGENE MILTON J,TALISMAN II/ELIZABET
PUCK/EUGENE MILTON J,WILD CHILD/KYLE GIBN
PUCK/EUGENE MILTON J,SHAMAN/MICHAEL TWOYO
PUCK/EUGENE MILTON J,RADIUS/JARED CORBO
PUFF ADDER,WOLVERINE/LOGAN 
PUFF ADDER,SIDEWINDER/SETH VOEL
PUFF ADDER,SPIDER-WOMAN II/JULI
PUMA/THOMAS FIREHEAR,SPIDER-MAN/PETER PAR
PUMA/THOMAS FIREHEAR,SHE-HULK/JENNIFER WA
PUNISHER II/FRANK CA,SPIDER-MAN/PETER PAR
PUNISHER II/FRANK CA,ROC/
PUNISHER II/FRANK CA,SUB-MARINER/NAMOR MA
PUPPET MASTER/PHILLI,THING/BENJAMIN J. GR
PUPPET MASTER/PHILLI,SILHOUETTE
PUPPY,"RICHARDS, FRANKLIN B"
PURPLE MAN/ZEBEDIAH ,"SEVILLE, STACY"
PURPLE MAN/ZEBEDIAH ,X-MAN/NATHAN GREY 
PYRO/ALLERDYCE JOHNN,SHADOWCAT/KATHERINE 
"QUARTERMAIN, CLAY","SLOAN, FRED"
QUASAR III/WENDELL V,QUILL
QUASAR III/WENDELL V,SANDMAN/WILLIAM BAKE
QUASAR III/WENDELL V,SHE-HULK/JENNIFER WA
QUASAR III/WENDELL V,SCARLET WITCH/WANDA 
QUASAR III/WENDELL V,SCARLET WITCH/WANDA 
QUASAR III/WENDELL V,RINTRAH
QUASAR III/WENDELL V,VOSTOK
QUASAR III/WENDELL V,VISION 
QUASAR III/WENDELL V,TRIATHLON/DELROY GAR
QUASAR III/WENDELL V,WASP/JANET VAN DYNE 
QUASAR III/WENDELL V,TIGRA/GREER NELSON
QUASAR III/WENDELL V,THING/BENJAMIN J. GR
QUASAR III/WENDELL V,THING/BENJAMIN J. GR
QUASAR III/WENDELL V,SAGITTARIUS/HARLAN V
QUASAR III/WENDELL V,THING DOPPELGANGER I
QUASAR III/WENDELL V,STRONG GUY/GUIDO CAR
QUASAR III/WENDELL V,THUNDERSTRIKE/ERIC K
QUEEN DIVINE JUSTICE,T'CHAKA
QUEEN DIVINE JUSTICE,REDWING
QUEEN KNORDA/NORA QU,THOR/DR. DONALD BLAK
QUENTINO,SANDMAN/WILLIAM BAKE
QUICKSAND,WRANGLER/
QUICKSILVER/PIETRO M,THOR/DR. DONALD BLAK
QUICKSILVER/PIETRO M,THOR/DR. DONALD BLAK
QUICKSILVER/PIETRO M,VISION 
QUICKSILVER/PIETRO M,VISION 
QUICKSILVER/PIETRO M,WASP/JANET VAN DYNE 
QUICKSILVER/PIETRO M,RICOCHET/SEN. STEVEN
QUICKSILVER/PIETRO M,THUMBELLINA
QUICKSILVER/PIETRO M,STORM/ORORO MUNROE S
QUICKSILVER/PIETRO M,"STRUCKER, ANDREA"
QUICKSILVER/PIETRO M,SUB-MARINER/NAMOR MA
QUICKSILVER/PIETRO M,THUNDRA
QUICKSILVER/PIETRO M,THING/BENJAMIN J. GR
QUICKSILVER/PIETRO M,TUC
QUICKSILVER/PIETRO M,SENTINELS
QUICKSILVER/PIETRO M,SIKORSKY
QUICKSILVER/PIETRO M,STRYFE
RA'AL,WOLFSBANE/RAHNE SINC
RADIOACTIVE MAN/DR. ,SCARLET WITCH/WANDA 
RADIUS/JARED CORBO,STORM/ORORO MUNROE S
RADIUS/JARED CORBO,SASQUATCH II
RAGE/ELVIN DARYL HAL,TURBO II (A)/MICHIKO
RAGE/ELVIN DARYL HAL,SPEEDBALL/ROBBIE BAL
RAGE/ELVIN DARYL HAL,WASP/JANET VAN DYNE 
RAGE/ELVIN DARYL HAL,WONDER MAN/SIMON WIL
RAKSOR [SKRULL],UATU
"RAMIREZ, LUIS","RAMIREZ, MARTA"
RAMONDA,ZURI
"RANSOME, JENNIFER AM",WASP/JANET VAN DYNE 
"RANSOME, JENNIFER AM",SCANNER II
"RANSOME, JENNIFER AM","VOGHT, AMELIA"
"RASPUTIN, MIKHAIL","TILBY, TRISH/PATRICI"
"RASSITANO, MAD DOG","SAPRISTI, JERRY"
"RASSITANO, MAD DOG",THUNDERBALL/DR. ELIO
"RASSITANO, MAD DOG","STONE, LT. MARCUS"
RATTLER,"ROSENTHAL, BERNIE"
"RAVEN, LT. JACOB","TANNEN, VINCENT"
"RAVEN, SABBATH II/EL",SPIDER-MAN/PETER PAR
RAVONNA LEXUS RENSLA,SUB-MARINER/NAMOR MA
RAZA LONGKNIFE,WORM
RAZA LONGKNIFE,STORM/ORORO MUNROE S
RECORDER II,SCARLET WITCH/WANDA 
RED GUARDIAN III/DR.,SCORPIO/JAKE FURY
RED GUARDIAN III/DR.,STINGRAY/DR. WALTER 
RED GUARDIAN V,TIGER SHARK/TODD ARL
RED SKULL/JOHANN SCH,"SAXON, STARR"
RED SKULL/JOHANN SCH,"STANKOWICZ, FABIAN"
RED SKULL/JOHANN SCH,TORO/TOM RAYMOND
RED WOLF III/WILL TA,"ROSS, GEN. THADDEUS "
REDWING,"TAYLOR, LEILA"
REDWING,"TAYLOR, LEILA"
REDWING,SOLARR
REIKO,YUKIO
REPTILLA,VISION 
"RESTON, CLIVE","TARR, BLACK JACK"
"RESTON, CLIVE",ZARAN/MAXIMILLIAN ZA
"RESTON, CLIVE","SMITH, SIR DENIS NAY"
"RESTON, CLIVE","SMITH, SIR DENIS NAY"
"RESTON, CLIVE","WU, LEIKO"
"REYES, DR. CECELIA",SAURON/DR. KARL LYKO
"REYES, DR. CECELIA","TILBY, TRISH/PATRICI"
"RICHARDS, FRANKLIN B",SCARLET WITCH/WANDA 
"RICHARDS, FRANKLIN B",SCARLET WITCH/WANDA 
"RICHARDS, FRANKLIN B",SYNCH/EVERETT THOMAS
"RICHARDS, FRANKLIN B",THUNDRA
"RICHARDS, FRANKLIN B",THOR/DR. DONALD BLAK
"RICHARDS, FRANKLIN B",STALLIOR
"RICHARDS, FRANKLIN B",THING/BENJAMIN J. GR
"RICHARDS, FRANKLIN B",THING/BENJAMIN J. GR
"RICKMAN, JONATHAN","STACY, JILL"
RICOCHET RITA,SPIRAL
RICTOR/JULIO ESTEBAN,SKIDS/SALLY BLEVINS
RICTOR/JULIO ESTEBAN,WARLOCK III
RICTOR/JULIO ESTEBAN,WARLOCK III
RICTOR/JULIO ESTEBAN,SUNSPOT/ROBERTO DACO
RICTOR/JULIO ESTEBAN,SHIP
RICTOR/JULIO ESTEBAN,THUNDERBIRD II/JAMES
"RIDER, ROBERT ROBBIE",WARHEAD/GREGORY SLIV
"RIDER, ROBERT ROBBIE",WARHEAD/GREGORY SLIV
"RIFKIN, BIFF","ROBERTSON, JOE"
RINGMASTER/MAYNARD T,VAMP
RINGTOSS,WAXWORK
RIPTIDE,"SUMMERS, NATHAN CHRI"
"RITTER, DONALD",WHITE TIGER II/
"ROBERTS, CHESS","SHARPE, ROSALINDE"
"ROBERTSON, AMANDA","ROBERTSON, MARTHA"
"ROBERTSON, AMANDA","ROBERTSON, MARTHA"
"ROBERTSON, JOE","WHITMAN, DEBRA"
"ROBERTSON, JOE","THOMPSON, EUGENE FLA"
"ROBERTSON, JOE","WATSON-PARKER, MARY "
"ROBERTSON, JOE",SPIDER-MAN/PETER PAR
"ROBERTSON, JOE",SPIDER-MAN/PETER PAR
"ROBERTSON, JOE",SPIDER-MAN/PETER PAR
"ROBERTSON, JOE","SCHWINNER, DR. ERIC"
"ROBERTSON, JOE",SPIDER-MAN CLONE/BEN
"ROBERTSON, JOE",VENOM/EDDIE BROCK
"ROBERTSON, JOE","WARD, SEN. STEWART"
"ROBERTSON, JOE","TRAINER, DR. SEWARD"
"ROBERTSON, JOE",ZABU
"ROBERTSON, MARTHA",SCRIER II/S. CRIER
"ROBERTSON, MARTHA",WOLVERINE/LOGAN 
"ROBERTSON, RANDY","URICH, BEN"
"ROBERTSON, RANDY",SPIDER-MAN/PETER PAR
ROGUE /,WOLVERINE/LOGAN 
ROGUE /,WOLVERINE/LOGAN 
ROGUE /,"WARD, SEN. STEWART"
ROGUE /,STORM/ORORO MUNROE S
ROGUE /,STORM/ORORO MUNROE S
ROGUE /,WARLOCK III
ROGUE /,THOR III DOPPELGANGE
ROGUE /,WAR/ABRAHAM LINCOLN 
ROGUE /,TORQUE II
ROGUE /,TUSK
ROGUE /,SUNSPOT/ROBERTO DACO
ROGUE /,TEMPEST/GRANNZ
ROGUE /,"STRUCKER, ANDREAS"
"ROM, SPACEKNIGHT",SEEKER/TARM
"ROM, SPACEKNIGHT",SCARLET WITCH/WANDA 
"RON, TALLA",SUPREME INTELLIGENCE
"RON, TALLA",WONDER MAN/SIMON WIL
RONAN THE ACCUSER [K,SPIDER-MAN/PETER PAR
RONAN THE ACCUSER [K,STARFOX/EROS
ROSE IV/JACOB JAKE C,TOMBSTONE/LONNIE THO
"ROSENTHAL, BERNIE",SISTER AGONY
"ROSS, EVERETT KENNET",THOR/DR. DONALD BLAK
"ROSS, EVERETT KENNET",STAR HAMMER
"ROSS, EVERETT KENNET",STORM/ORORO MUNROE S
"ROSS, GEN. THADDEUS ",SHE-HULK/JENNIFER WA
"ROSSI, COL. MICHAEL ",WOLVERINE/LOGAN 
ROULETTE II/JENNY ST,VIPER II
"RUIZ, RIGGER",THUNDERBALL/DR. ELIO
"RUIZ, RIGGER",WRECKER III/DIRK GAR
SABRA/RUTH BAT-SERAP,SASQUATCH/WALTER LAN
SABRETOOTH/VICTOR CR,SHATTERSTAR II/GAVEE
SABRETOOTH/VICTOR CR,TARBABY
SABRETOOTH/VICTOR CR,WILD CHILD/KYLE GIBN
SABRETOOTH/VICTOR CR,WOLVERINE/LOGAN 
SABRETOOTH/VICTOR CR,STONECOLD/
SANDMAN/WILLIAM BAKE,WIZARD/BENTLEY WITTM
SANDMAN/WILLIAM BAKE,WIZARD/BENTLEY WITTM
SANDMAN/WILLIAM BAKE,THUNDRA
SANDMAN/WILLIAM BAKE,THING/BENJAMIN J. GR
SANDMAN/WILLIAM BAKE,VISION 
"SANDOVAL, JULIANA",SUNSPOT/ROBERTO DACO
SASQUATCH DOPPELGANG,WOLFSBANE DOPPELGANG
SASQUATCH/WALTER LAN,TALISMAN II/ELIZABET
SASQUATCH/WALTER LAN,TALISMAN II/ELIZABET
SASQUATCH/WALTER LAN,SHAMAN/MICHAEL TWOYO
SASQUATCH/WALTER LAN,THING/BENJAMIN J. GR
SASQUATCH/WALTER LAN,THING/BENJAMIN J. GR
SASQUATCH/WALTER LAN,"THORPE, LUKE"
SASQUATCH/WALTER LAN,WILD CHILD/KYLE GIBN
SASQUATCH/WALTER LAN,SHADOWCAT/KATHERINE 
SASQUATCH/WALTER LAN,SNOWBIRD/NARYA/ANNE 
SAT-YR-9,"SATURNYNE, OPAL LUNA"
"SATURNYNE, OPAL LUNA",THUG
"SAUNDERS, DABNEY","SMITH, WANDA JO BIAL"
SAURON/DR. KARL LYKO,SIRYN/THERESA ROURKE
"SCARFE, RAFAEL","WING, COLLEEN"
SCARLET CENTURION,VANGUARD/NICOLAI KRY
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,SWORDSMAN II/COTATI
SCARLET WITCH/WANDA ,USAGENT/CAPTAIN JOHN
SCARLET WITCH/WANDA ,WONDER MAN/SIMON WIL
SCARLET WITCH/WANDA ,SPIDER-MAN/PETER PAR
SCARLET WITCH/WANDA ,"SITWELL, JASPER"
SCARLET WITCH/WANDA ,SERSI/SYLVIA
SCARLET WITCH/WANDA ,VANISHER
SCARLET WITCH/WANDA ,"SUMMERS, MADELYNE MA"
SCARLET WITCH/WANDA ,TECH-NOIR/
SCARLET WITCH/WANDA ,YELLOWJACKET II/RITA
SCARLET WITCH/WANDA ,SLICE/
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,YELLOWJACKET III/HEN
SCARLET WITCH/WANDA ,SUNFIRE/SHIRO YOSHID
SCARUM/,SCREAMING MIMI/MELIS
SCATTERBRAIN,YAP
SCHEMER/RICHARD FISK,SILVERMANE/SILVIO MA
SCORCH II,STORM/ORORO MUNROE S
SCORCH II,THUMPER
SCORCHER/,WATER WIZARD/PETE
SCORPION/MACDONALD G,SPIDER-MAN/PETER PAR
"SCRATCH, NICHOLAS",SUB-MARINER/NAMOR MA
"SCRATCH, NICHOLAS","WOLFE, HEDY"
SEEKER III,VIBRAXAS/N'KANO
SELENE,THING/BENJAMIN J. GR
SELENE,WHITE QUEEN/EMMA FRO
SENTINELS,WOLVERINE/LOGAN 
